mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
202022,22,05/24/2020,05/30/2020,2019-2020,Rhinovirus/Enterovirus,41,1,0.0243902439,10130,1017,0.10,06/01/2024,202022-Rhinovirus/Enterovirus
202022,22,05/24/2020,05/30/2020,2019-2020,SARS-CoV-2,4018,535,0.1331508213,39715,10676,0.27,06/01/2024,202022-SARS-CoV-2
202022,22,05/24/2020,05/30/2020,2019-2020,Seasonal Coronaviruses,41,0,0,8035,275,0.03,06/01/2024,202022-Seasonal Coronaviruses
202023,23,05/31/2020,06/06/2020,2019-2020,Adenovirus,46,2,0.0434782609,10176,174,0.02,06/08/2024,202023-Adenovirus
202023,23,05/31/2020,06/06/2020,2019-2020,Human Metapneumovirus,48,0,0,10820,269,0.02,06/08/2024,202023-Human Metapneumovirus
202023,23,05/31/2020,06/06/2020,2019-2020,Influenza,233,0,0,46273,7014,0.15,06/08/2024,202023-Influenza
202023,23,05/31/2020,06/06/2020,2019-2020,Parainfluenza,48,0,0,10820,161,0.01,06/08/2024,202023-Parainfluenza
202023,23,05/31/2020,06/06/2020,2019-2020,RSV,48,0,0,14020,805,0.06,06/08/2024,202023-RSV
202023,23,05/31/2020,06/06/2020,2019-2020,Rhinovirus/Enterovirus,46,2,0.0434782609,10176,1019,0.10,06/08/2024,202023-Rhinovirus/Enterovirus
202023,23,05/31/2020,06/06/2020,2019-2020,SARS-CoV-2,3278,291,0.0887736425,42993,10967,0.26,06/08/2024,202023-SARS-CoV-2
202023,23,05/31/2020,06/06/2020,2019-2020,Seasonal Coronaviruses,46,0,0,8081,275,0.03,06/08/2024,202023-Seasonal Coronaviruses
202024,24,06/07/2020,06/13/2020,2019-2020,Adenovirus,39,0,0,10215,174,0.02,06/15/2024,202024-Adenovirus
202024,24,06/07/2020,06/13/2020,2019-2020,Human Metapneumovirus,41,0,0,10861,269,0.02,06/15/2024,202024-Human Metapneumovirus
202024,24,06/07/2020,06/13/2020,2019-2020,Influenza,229,1,0.0043668122,46502,7015,0.15,06/15/2024,202024-Influenza
202024,24,06/07/2020,06/13/2020,2019-2020,Parainfluenza,41,0,0,10861,161,0.01,06/15/2024,202024-Parainfluenza
202024,24,06/07/2020,06/13/2020,2019-2020,RSV,41,0,0,14061,805,0.06,06/15/2024,202024-RSV
202024,24,06/07/2020,06/13/2020,2019-2020,Rhinovirus/Enterovirus,39,1,0.0256410256,10215,1020,0.10,06/15/2024,202024-Rhinovirus/Enterovirus
202024,24,06/07/2020,06/13/2020,2019-2020,SARS-CoV-2,4062,202,0.0497291974,47055,11169,0.24,06/15/2024,202024-SARS-CoV-2
202024,24,06/07/2020,06/13/2020,2019-2020,Seasonal Coronaviruses,39,0,0,8120,275,0.03,06/15/2024,202024-Seasonal Coronaviruses
202025,25,06/14/2020,06/20/2020,2019-2020,Adenovirus,55,0,0,10270,174,0.02,06/22/2024,202025-Adenovirus
202025,25,06/14/2020,06/20/2020,2019-2020,Human Metapneumovirus,55,0,0,10916,269,0.02,06/22/2024,202025-Human Metapneumovirus
202025,25,06/14/2020,06/20/2020,2019-2020,Influenza,248,0,0,46750,7015,0.15,06/22/2024,202025-Influenza
202025,25,06/14/2020,06/20/2020,2019-2020,Parainfluenza,55,0,0,10916,161,0.01,06/22/2024,202025-Parainfluenza
202025,25,06/14/2020,06/20/2020,2019-2020,RSV,55,0,0,14116,805,0.06,06/22/2024,202025-RSV
202025,25,06/14/2020,06/20/2020,2019-2020,Rhinovirus/Enterovirus,55,2,0.0363636364,10270,1022,0.10,06/22/2024,202025-Rhinovirus/Enterovirus
202025,25,06/14/2020,06/20/2020,2019-2020,SARS-CoV-2,3907,145,0.0371128743,50962,11314,0.22,06/22/2024,202025-SARS-CoV-2
202025,25,06/14/2020,06/20/2020,2019-2020,Seasonal Coronaviruses,55,2,0.0363636364,8175,277,0.03,06/22/2024,202025-Seasonal Coronaviruses
202026,26,06/21/2020,06/27/2020,2019-2020,Adenovirus,47,0,0,10317,174,0.02,06/29/2024,202026-Adenovirus
202026,26,06/21/2020,06/27/2020,2019-2020,Human Metapneumovirus,47,0,0,10963,269,0.02,06/29/2024,202026-Human Metapneumovirus
202026,26,06/21/2020,06/27/2020,2019-2020,Influenza,139,0,0,46889,7015,0.15,06/29/2024,202026-Influenza
202026,26,06/21/2020,06/27/2020,2019-2020,Parainfluenza,47,0,0,10963,161,0.01,06/29/2024,202026-Parainfluenza
202026,26,06/21/2020,06/27/2020,2019-2020,RSV,48,0,0,14164,805,0.06,06/29/2024,202026-RSV
202026,26,06/21/2020,06/27/2020,2019-2020,Rhinovirus/Enterovirus,47,1,0.0212765957,10317,1023,0.10,06/29/2024,202026-Rhinovirus/Enterovirus
202026,26,06/21/2020,06/27/2020,2019-2020,SARS-CoV-2,3940,156,0.0395939086,54902,11470,0.21,06/29/2024,202026-SARS-CoV-2
202026,26,06/21/2020,06/27/2020,2019-2020,Seasonal Coronaviruses,47,0,0,8222,277,0.03,06/29/2024,202026-Seasonal Coronaviruses
202027,27,06/28/2020,07/04/2020,2019-2020,Adenovirus,43,1,0.023255814,10360,175,0.02,07/06/2024,202027-Adenovirus
202027,27,06/28/2020,07/04/2020,2019-2020,Human Metapneumovirus,43,0,0,11006,269,0.02,07/06/2024,202027-Human Metapneumovirus
202027,27,06/28/2020,07/04/2020,2019-2020,Influenza,247,0,0,47136,7015,0.15,07/06/2024,202027-Influenza
202027,27,06/28/2020,07/04/2020,2019-2020,Parainfluenza,46,0,0,11009,161,0.01,07/06/2024,202027-Parainfluenza
202027,27,06/28/2020,07/04/2020,2019-2020,RSV,43,0,0,14207,805,0.06,07/06/2024,202027-RSV
202027,27,06/28/2020,07/04/2020,2019-2020,Rhinovirus/Enterovirus,43,1,0.023255814,10360,1024,0.10,07/06/2024,202027-Rhinovirus/Enterovirus
202027,27,06/28/2020,07/04/2020,2019-2020,SARS-CoV-2,3814,166,0.0435238595,58716,11636,0.20,07/06/2024,202027-SARS-CoV-2
202027,27,06/28/2020,07/04/2020,2019-2020,Seasonal Coronaviruses,43,0,0,8265,277,0.03,07/06/2024,202027-Seasonal Coronaviruses
202028,28,07/05/2020,07/11/2020,2019-2020,Adenovirus,38,0,0,10398,175,0.02,07/13/2024,202028-Adenovirus
202028,28,07/05/2020,07/11/2020,2019-2020,Human Metapneumovirus,39,0,0,11045,269,0.02,07/13/2024,202028-Human Metapneumovirus
202028,28,07/05/2020,07/11/2020,2019-2020,Influenza,224,0,0,47360,7015,0.15,07/13/2024,202028-Influenza
202028,28,07/05/2020,07/11/2020,2019-2020,Parainfluenza,39,0,0,11048,161,0.01,07/13/2024,202028-Parainfluenza
202028,28,07/05/2020,07/11/2020,2019-2020,RSV,39,0,0,14246,805,0.06,07/13/2024,202028-RSV
202028,28,07/05/2020,07/11/2020,2019-2020,Rhinovirus/Enterovirus,38,1,0.0263157895,10398,1025,0.10,07/13/2024,202028-Rhinovirus/Enterovirus
202028,28,07/05/2020,07/11/2020,2019-2020,SARS-CoV-2,5348,227,0.0424457741,64064,11863,0.19,07/13/2024,202028-SARS-CoV-2
202028,28,07/05/2020,07/11/2020,2019-2020,Seasonal Coronaviruses,38,0,0,8303,277,0.03,07/13/2024,202028-Seasonal Coronaviruses
202029,29,07/12/2020,07/18/2020,2019-2020,Adenovirus,36,1,0.0277777778,10434,176,0.02,07/20/2024,202029-Adenovirus
202029,29,07/12/2020,07/18/2020,2019-2020,Human Metapneumovirus,37,0,0,11082,269,0.02,07/20/2024,202029-Human Metapneumovirus
202029,29,07/12/2020,07/18/2020,2019-2020,Influenza,215,0,0,47575,7015,0.15,07/20/2024,202029-Influenza
202029,29,07/12/2020,07/18/2020,2019-2020,Parainfluenza,37,0,0,11085,161,0.01,07/20/2024,202029-Parainfluenza
202029,29,07/12/2020,07/18/2020,2019-2020,RSV,37,0,0,14283,805,0.06,07/20/2024,202029-RSV
202029,29,07/12/2020,07/18/2020,2019-2020,Rhinovirus/Enterovirus,36,5,0.1388888889,10434,1030,0.10,07/20/2024,202029-Rhinovirus/Enterovirus
202029,29,07/12/2020,07/18/2020,2019-2020,SARS-CoV-2,5747,241,0.0419349226,69811,12104,0.17,07/20/2024,202029-SARS-CoV-2
202029,29,07/12/2020,07/18/2020,2019-2020,Seasonal Coronaviruses,35,0,0,8338,277,0.03,07/20/2024,202029-Seasonal Coronaviruses
202030,30,07/19/2020,07/25/2020,2019-2020,Adenovirus,47,1,0.0212765957,10481,177,0.02,07/27/2024,202030-Adenovirus
202030,30,07/19/2020,07/25/2020,2019-2020,Human Metapneumovirus,47,0,0,11129,269,0.02,07/27/2024,202030-Human Metapneumovirus
202030,30,07/19/2020,07/25/2020,2019-2020,Influenza,250,0,0,47825,7015,0.15,07/27/2024,202030-Influenza
202030,30,07/19/2020,07/25/2020,2019-2020,Parainfluenza,47,0,0,11132,161,0.01,07/27/2024,202030-Parainfluenza
202030,30,07/19/2020,07/25/2020,2019-2020,RSV,47,0,0,14330,805,0.06,07/27/2024,202030-RSV
202030,30,07/19/2020,07/25/2020,2019-2020,Rhinovirus/Enterovirus,47,4,0.085106383,10481,1034,0.10,07/27/2024,202030-Rhinovirus/Enterovirus
202030,30,07/19/2020,07/25/2020,2019-2020,SARS-CoV-2,6222,263,0.0422693668,76033,12367,0.16,07/27/2024,202030-SARS-CoV-2
202030,30,07/19/2020,07/25/2020,2019-2020,Seasonal Coronaviruses,45,0,0,8383,277,0.03,07/27/2024,202030-Seasonal Coronaviruses
202031,31,07/26/2020,08/01/2020,2019-2020,Adenovirus,38,0,0,10519,177,0.02,08/03/2024,202031-Adenovirus
202031,31,07/26/2020,08/01/2020,2019-2020,Human Metapneumovirus,38,0,0,11167,269,0.02,08/03/2024,202031-Human Metapneumovirus
202031,31,07/26/2020,08/01/2020,2019-2020,Influenza,241,0,0,48066,7015,0.15,08/03/2024,202031-Influenza
202031,31,07/26/2020,08/01/2020,2019-2020,Parainfluenza,38,0,0,11170,161,0.01,08/03/2024,202031-Parainfluenza
202031,31,07/26/2020,08/01/2020,2019-2020,RSV,38,0,0,14368,805,0.06,08/03/2024,202031-RSV
202031,31,07/26/2020,08/01/2020,2019-2020,Rhinovirus/Enterovirus,38,1,0.0263157895,10519,1035,0.10,08/03/2024,202031-Rhinovirus/Enterovirus
202031,31,07/26/2020,08/01/2020,2019-2020,SARS-CoV-2,6367,275,0.0431914559,82400,12642,0.15,08/03/2024,202031-SARS-CoV-2
202031,31,07/26/2020,08/01/2020,2019-2020,Seasonal Coronaviruses,38,0,0,8421,277,0.03,08/03/2024,202031-Seasonal Coronaviruses
202032,32,08/02/2020,08/08/2020,2019-2020,Adenovirus,49,1,0.0204081633,10568,178,0.02,08/10/2024,202032-Adenovirus
202032,32,08/02/2020,08/08/2020,2019-2020,Human Metapneumovirus,49,0,0,11216,269,0.02,08/10/2024,202032-Human Metapneumovirus
202032,32,08/02/2020,08/08/2020,2019-2020,Influenza,240,0,0,48306,7015,0.15,08/10/2024,202032-Influenza
202032,32,08/02/2020,08/08/2020,2019-2020,Parainfluenza,49,0,0,11219,161,0.01,08/10/2024,202032-Parainfluenza
202032,32,08/02/2020,08/08/2020,2019-2020,RSV,49,0,0,14417,805,0.06,08/10/2024,202032-RSV
202032,32,08/02/2020,08/08/2020,2019-2020,Rhinovirus/Enterovirus,49,7,0.1428571429,10568,1042,0.10,08/10/2024,202032-Rhinovirus/Enterovirus
202032,32,08/02/2020,08/08/2020,2019-2020,SARS-CoV-2,6134,313,0.0510270623,88534,12955,0.15,08/10/2024,202032-SARS-CoV-2
202032,32,08/02/2020,08/08/2020,2019-2020,Seasonal Coronaviruses,48,0,0,8469,277,0.03,08/10/2024,202032-Seasonal Coronaviruses
202033,33,08/09/2020,08/15/2020,2019-2020,Adenovirus,30,0,0,10598,178,0.02,08/17/2024,202033-Adenovirus
202033,33,08/09/2020,08/15/2020,2019-2020,Human Metapneumovirus,30,0,0,11246,269,0.02,08/17/2024,202033-Human Metapneumovirus
202033,33,08/09/2020,08/15/2020,2019-2020,Influenza,230,0,0,48536,7015,0.14,08/17/2024,202033-Influenza
202033,33,08/09/2020,08/15/2020,2019-2020,Parainfluenza,30,0,0,11249,161,0.01,08/17/2024,202033-Parainfluenza
202033,33,08/09/2020,08/15/2020,2019-2020,RSV,30,0,0,14447,805,0.06,08/17/2024,202033-RSV
202033,33,08/09/2020,08/15/2020,2019-2020,Rhinovirus/Enterovirus,30,3,0.1,10598,1045,0.10,08/17/2024,202033-Rhinovirus/Enterovirus
202033,33,08/09/2020,08/15/2020,2019-2020,SARS-CoV-2,6076,309,0.0508558262,94610,13264,0.14,08/17/2024,202033-SARS-CoV-2
202033,33,08/09/2020,08/15/2020,2019-2020,Seasonal Coronaviruses,29,0,0,8498,277,0.03,08/17/2024,202033-Seasonal Coronaviruses
202034,34,08/16/2020,08/22/2020,2019-2020,Adenovirus,24,0,0,10622,178,0.02,08/24/2024,202034-Adenovirus
202034,34,08/16/2020,08/22/2020,2019-2020,Human Metapneumovirus,25,0,0,11271,269,0.02,08/24/2024,202034-Human Metapneumovirus
202034,34,08/16/2020,08/22/2020,2019-2020,Influenza,211,0,0,48747,7015,0.14,08/24/2024,202034-Influenza
202034,34,08/16/2020,08/22/2020,2019-2020,Parainfluenza,25,0,0,11274,161,0.01,08/24/2024,202034-Parainfluenza
202034,34,08/16/2020,08/22/2020,2019-2020,RSV,25,0,0,14472,805,0.06,08/24/2024,202034-RSV
202034,34,08/16/2020,08/22/2020,2019-2020,Rhinovirus/Enterovirus,24,1,0.0416666667,10622,1046,0.10,08/24/2024,202034-Rhinovirus/Enterovirus
202034,34,08/16/2020,08/22/2020,2019-2020,SARS-CoV-2,5473,210,0.0383701809,100083,13474,0.13,08/24/2024,202034-SARS-CoV-2
202034,34,08/16/2020,08/22/2020,2019-2020,Seasonal Coronaviruses,24,0,0,8522,277,0.03,08/24/2024,202034-Seasonal Coronaviruses
202035,35,08/23/2020,08/29/2020,2019-2020,Adenovirus,25,0,0,10647,178,0.02,08/31/2024,202035-Adenovirus
202035,35,08/23/2020,08/29/2020,2019-2020,Human Metapneumovirus,25,0,0,11296,269,0.02,08/31/2024,202035-Human Metapneumovirus
202035,35,08/23/2020,08/29/2020,2019-2020,Influenza,226,0,0,48973,7015,0.14,08/31/2024,202035-Influenza
202035,35,08/23/2020,08/29/2020,2019-2020,Parainfluenza,25,0,0,11299,161,0.01,08/31/2024,202035-Parainfluenza
202035,35,08/23/2020,08/29/2020,2019-2020,RSV,25,0,0,14497,805,0.06,08/31/2024,202035-RSV
202035,35,08/23/2020,08/29/2020,2019-2020,Rhinovirus/Enterovirus,25,3,0.12,10647,1049,0.10,08/31/2024,202035-Rhinovirus/Enterovirus
202035,35,08/23/2020,08/29/2020,2019-2020,SARS-CoV-2,5496,186,0.0338427948,105579,13660,0.13,08/31/2024,202035-SARS-CoV-2
202035,35,08/23/2020,08/29/2020,2019-2020,Seasonal Coronaviruses,24,0,0,8546,277,0.03,08/31/2024,202035-Seasonal Coronaviruses
202036,36,08/30/2020,09/05/2020,2019-2020,Adenovirus,29,0,0,10676,178,0.02,09/07/2024,202036-Adenovirus
202036,36,08/30/2020,09/05/2020,2019-2020,Human Metapneumovirus,30,0,0,11326,269,0.02,09/07/2024,202036-Human Metapneumovirus
202036,36,08/30/2020,09/05/2020,2019-2020,Influenza,230,1,0.0043478261,49203,7016,0.14,09/07/2024,202036-Influenza
202036,36,08/30/2020,09/05/2020,2019-2020,Parainfluenza,30,0,0,11329,161,0.01,09/07/2024,202036-Parainfluenza
202036,36,08/30/2020,09/05/2020,2019-2020,RSV,30,0,0,14527,805,0.06,09/07/2024,202036-RSV
202036,36,08/30/2020,09/05/2020,2019-2020,Rhinovirus/Enterovirus,29,3,0.1034482759,10676,1052,0.10,09/07/2024,202036-Rhinovirus/Enterovirus
202036,36,08/30/2020,09/05/2020,2019-2020,SARS-CoV-2,5316,270,0.0507900677,110895,13930,0.13,09/07/2024,202036-SARS-CoV-2
202036,36,08/30/2020,09/05/2020,2019-2020,Seasonal Coronaviruses,29,0,0,8575,277,0.03,09/07/2024,202036-Seasonal Coronaviruses
202037,37,09/06/2020,09/12/2020,2019-2020,Adenovirus,26,0,0,10702,178,0.02,09/14/2024,202037-Adenovirus
202037,37,09/06/2020,09/12/2020,2019-2020,Human Metapneumovirus,26,0,0,11352,269,0.02,09/14/2024,202037-Human Metapneumovirus
202037,37,09/06/2020,09/12/2020,2019-2020,Influenza,228,0,0,49431,7016,0.14,09/14/2024,202037-Influenza
202037,37,09/06/2020,09/12/2020,2019-2020,Parainfluenza,26,0,0,11355,161,0.01,09/14/2024,202037-Parainfluenza
202037,37,09/06/2020,09/12/2020,2019-2020,RSV,26,0,0,14553,805,0.06,09/14/2024,202037-RSV
202037,37,09/06/2020,09/12/2020,2019-2020,Rhinovirus/Enterovirus,26,1,0.0384615385,10702,1053,0.10,09/14/2024,202037-Rhinovirus/Enterovirus
202037,37,09/06/2020,09/12/2020,2019-2020,SARS-CoV-2,5397,210,0.0389105058,116292,14140,0.12,09/14/2024,202037-SARS-CoV-2
202037,37,09/06/2020,09/12/2020,2019-2020,Seasonal Coronaviruses,26,0,0,8601,277,0.03,09/14/2024,202037-Seasonal Coronaviruses
202038,38,09/13/2020,09/19/2020,2019-2020,Adenovirus,34,0,0,10736,178,0.02,09/21/2024,202038-Adenovirus
202038,38,09/13/2020,09/19/2020,2019-2020,Human Metapneumovirus,34,0,0,11386,269,0.02,09/21/2024,202038-Human Metapneumovirus
202038,38,09/13/2020,09/19/2020,2019-2020,Influenza,241,0,0,49672,7016,0.14,09/21/2024,202038-Influenza
202038,38,09/13/2020,09/19/2020,2019-2020,Parainfluenza,34,0,0,11389,161,0.01,09/21/2024,202038-Parainfluenza
202038,38,09/13/2020,09/19/2020,2019-2020,RSV,34,0,0,14587,805,0.06,09/21/2024,202038-RSV
202038,38,09/13/2020,09/19/2020,2019-2020,Rhinovirus/Enterovirus,34,2,0.0588235294,10736,1055,0.10,09/21/2024,202038-Rhinovirus/Enterovirus
202038,38,09/13/2020,09/19/2020,2019-2020,SARS-CoV-2,6318,295,0.0466919911,122610,14435,0.12,09/21/2024,202038-SARS-CoV-2
202038,38,09/13/2020,09/19/2020,2019-2020,Seasonal Coronaviruses,33,0,0,8634,277,0.03,09/21/2024,202038-Seasonal Coronaviruses
202039,39,09/20/2020,09/26/2020,2019-2020,Adenovirus,32,1,0.03125,10768,179,0.02,09/28/2024,202039-Adenovirus
202039,39,09/20/2020,09/26/2020,2019-2020,Human Metapneumovirus,34,0,0,11420,269,0.02,09/28/2024,202039-Human Metapneumovirus
202039,39,09/20/2020,09/26/2020,2019-2020,Influenza,282,0,0,49954,7016,0.14,09/28/2024,202039-Influenza
202039,39,09/20/2020,09/26/2020,2019-2020,Parainfluenza,34,0,0,11423,161,0.01,09/28/2024,202039-Parainfluenza
202039,39,09/20/2020,09/26/2020,2019-2020,RSV,34,0,0,14621,805,0.06,09/28/2024,202039-RSV
202039,39,09/20/2020,09/26/2020,2019-2020,Rhinovirus/Enterovirus,32,4,0.125,10768,1059,0.10,09/28/2024,202039-Rhinovirus/Enterovirus
202039,39,09/20/2020,09/26/2020,2019-2020,SARS-CoV-2,6822,329,0.0482263266,129432,14764,0.11,09/28/2024,202039-SARS-CoV-2
202039,39,09/20/2020,09/26/2020,2019-2020,Seasonal Coronaviruses,31,0,0,8665,277,0.03,09/28/2024,202039-Seasonal Coronaviruses
202040,40,09/27/2020,10/03/2020,2020-2021,Adenovirus,43,0,0,43,0,0.00,10/07/2023,202040-Adenovirus
202040,40,09/27/2020,10/03/2020,2020-2021,Human Metapneumovirus,44,0,0,44,0,0.00,10/07/2023,202040-Human Metapneumovirus
202040,40,09/27/2020,10/03/2020,2020-2021,Influenza,288,0,0,288,0,0.00,10/07/2023,202040-Influenza
202040,40,09/27/2020,10/03/2020,2020-2021,Parainfluenza,44,0,0,44,0,0.00,10/07/2023,202040-Parainfluenza
202040,40,09/27/2020,10/03/2020,2020-2021,RSV,44,0,0,44,0,0.00,10/07/2023,202040-RSV
202040,40,09/27/2020,10/03/2020,2020-2021,Rhinovirus/Enterovirus,43,5,0.1162790698,43,5,0.12,10/07/2023,202040-Rhinovirus/Enterovirus
202040,40,09/27/2020,10/03/2020,2020-2021,SARS-CoV-2,6768,328,0.048463357,6768,328,0.05,10/07/2023,202040-SARS-CoV-2
202040,40,09/27/2020,10/03/2020,2020-2021,Seasonal Coronaviruses,43,0,0,43,0,0.00,10/07/2023,202040-Seasonal Coronaviruses
202041,41,10/04/2020,10/10/2020,2020-2021,Adenovirus,52,1,0.0192307692,95,1,0.01,10/14/2023,202041-Adenovirus
202041,41,10/04/2020,10/10/2020,2020-2021,Human Metapneumovirus,54,0,0,98,0,0.00,10/14/2023,202041-Human Metapneumovirus
202041,41,10/04/2020,10/10/2020,2020-2021,Influenza,384,0,0,672,0,0.00,10/14/2023,202041-Influenza
202041,41,10/04/2020,10/10/2020,2020-2021,Parainfluenza,54,0,0,98,0,0.00,10/14/2023,202041-Parainfluenza
202041,41,10/04/2020,10/10/2020,2020-2021,RSV,54,0,0,98,0,0.00,10/14/2023,202041-RSV
202041,41,10/04/2020,10/10/2020,2020-2021,Rhinovirus/Enterovirus,52,5,0.0961538462,95,10,0.11,10/14/2023,202041-Rhinovirus/Enterovirus
202041,41,10/04/2020,10/10/2020,2020-2021,SARS-CoV-2,7012,420,0.0598973189,13780,748,0.05,10/14/2023,202041-SARS-CoV-2
202041,41,10/04/2020,10/10/2020,2020-2021,Seasonal Coronaviruses,52,0,0,95,0,0.00,10/14/2023,202041-Seasonal Coronaviruses
202042,42,10/11/2020,10/17/2020,2020-2021,Adenovirus,48,1,0.0208333333,143,2,0.01,10/21/2023,202042-Adenovirus
202042,42,10/11/2020,10/17/2020,2020-2021,Human Metapneumovirus,51,0,0,149,0,0.00,10/21/2023,202042-Human Metapneumovirus
202042,42,10/11/2020,10/17/2020,2020-2021,Influenza,373,0,0,1045,0,0.00,10/21/2023,202042-Influenza
202042,42,10/11/2020,10/17/2020,2020-2021,Parainfluenza,51,0,0,149,0,0.00,10/21/2023,202042-Parainfluenza
202042,42,10/11/2020,10/17/2020,2020-2021,RSV,51,0,0,149,0,0.00,10/21/2023,202042-RSV
202042,42,10/11/2020,10/17/2020,2020-2021,Rhinovirus/Enterovirus,48,8,0.1666666667,143,18,0.13,10/21/2023,202042-Rhinovirus/Enterovirus
202042,42,10/11/2020,10/17/2020,2020-2021,SARS-CoV-2,7314,667,0.0911949686,21094,1415,0.07,10/21/2023,202042-SARS-CoV-2
202042,42,10/11/2020,10/17/2020,2020-2021,Seasonal Coronaviruses,48,0,0,143,0,0.00,10/21/2023,202042-Seasonal Coronaviruses
202043,43,10/18/2020,10/24/2020,2020-2021,Adenovirus,38,0,0,181,2,0.01,10/28/2023,202043-Adenovirus
202043,43,10/18/2020,10/24/2020,2020-2021,Human Metapneumovirus,41,0,0,190,0,0.00,10/28/2023,202043-Human Metapneumovirus
202043,43,10/18/2020,10/24/2020,2020-2021,Influenza,457,0,0,1502,0,0.00,10/28/2023,202043-Influenza
202043,43,10/18/2020,10/24/2020,2020-2021,Parainfluenza,41,0,0,190,0,0.00,10/28/2023,202043-Parainfluenza
202043,43,10/18/2020,10/24/2020,2020-2021,RSV,41,0,0,190,0,0.00,10/28/2023,202043-RSV
202043,43,10/18/2020,10/24/2020,2020-2021,Rhinovirus/Enterovirus,38,4,0.1052631579,181,22,0.12,10/28/2023,202043-Rhinovirus/Enterovirus
202043,43,10/18/2020,10/24/2020,2020-2021,SARS-CoV-2,9225,835,0.0905149051,30319,2250,0.07,10/28/2023,202043-SARS-CoV-2
202043,43,10/18/2020,10/24/2020,2020-2021,Seasonal Coronaviruses,38,0,0,181,0,0.00,10/28/2023,202043-Seasonal Coronaviruses
202044,44,10/25/2020,10/31/2020,2020-2021,Adenovirus,40,0,0,221,2,0.01,11/04/2023,202044-Adenovirus
202044,44,10/25/2020,10/31/2020,2020-2021,Human Metapneumovirus,41,0,0,231,0,0.00,11/04/2023,202044-Human Metapneumovirus
202044,44,10/25/2020,10/31/2020,2020-2021,Influenza,673,0,0,2175,0,0.00,11/04/2023,202044-Influenza
202044,44,10/25/2020,10/31/2020,2020-2021,Parainfluenza,41,0,0,231,0,0.00,11/04/2023,202044-Parainfluenza
202044,44,10/25/2020,10/31/2020,2020-2021,RSV,41,0,0,231,0,0.00,11/04/2023,202044-RSV
202044,44,10/25/2020,10/31/2020,2020-2021,Rhinovirus/Enterovirus,40,2,0.05,221,24,0.11,11/04/2023,202044-Rhinovirus/Enterovirus
202044,44,10/25/2020,10/31/2020,2020-2021,SARS-CoV-2,10682,1306,0.1222617487,41001,3556,0.09,11/04/2023,202044-SARS-CoV-2
202044,44,10/25/2020,10/31/2020,2020-2021,Seasonal Coronaviruses,40,0,0,221,0,0.00,11/04/2023,202044-Seasonal Coronaviruses
202045,45,11/01/2020,11/07/2020,2020-2021,Adenovirus,52,1,0.0192307692,273,3,0.01,11/11/2023,202045-Adenovirus
202045,45,11/01/2020,11/07/2020,2020-2021,Human Metapneumovirus,52,0,0,283,0,0.00,11/11/2023,202045-Human Metapneumovirus
202045,45,11/01/2020,11/07/2020,2020-2021,Influenza,801,0,0,2976,0,0.00,11/11/2023,202045-Influenza
202045,45,11/01/2020,11/07/2020,2020-2021,Parainfluenza,52,0,0,283,0,0.00,11/11/2023,202045-Parainfluenza
202045,45,11/01/2020,11/07/2020,2020-2021,RSV,56,0,0,287,0,0.00,11/11/2023,202045-RSV
202045,45,11/01/2020,11/07/2020,2020-2021,Rhinovirus/Enterovirus,52,6,0.1153846154,273,30,0.11,11/11/2023,202045-Rhinovirus/Enterovirus
202045,45,11/01/2020,11/07/2020,2020-2021,SARS-CoV-2,10761,1635,0.1519375523,51762,5191,0.10,11/11/2023,202045-SARS-CoV-2
202045,45,11/01/2020,11/07/2020,2020-2021,Seasonal Coronaviruses,52,0,0,273,0,0.00,11/11/2023,202045-Seasonal Coronaviruses
202046,46,11/08/2020,11/14/2020,2020-2021,Adenovirus,43,0,0,316,3,0.01,11/18/2023,202046-Adenovirus
202046,46,11/08/2020,11/14/2020,2020-2021,Human Metapneumovirus,43,0,0,326,0,0.00,11/18/2023,202046-Human Metapneumovirus
202046,46,11/08/2020,11/14/2020,2020-2021,Influenza,881,0,0,3857,0,0.00,11/18/2023,202046-Influenza
202046,46,11/08/2020,11/14/2020,2020-2021,Parainfluenza,43,0,0,326,0,0.00,11/18/2023,202046-Parainfluenza
202046,46,11/08/2020,11/14/2020,2020-2021,RSV,43,0,0,330,0,0.00,11/18/2023,202046-RSV
202046,46,11/08/2020,11/14/2020,2020-2021,Rhinovirus/Enterovirus,43,4,0.0930232558,316,34,0.11,11/18/2023,202046-Rhinovirus/Enterovirus
